Date,Wind,Rain,MaxTemp,MinTemp
1973-01-01,13.54,0.0,12.0,10.5
1973-01-02,13.25,1.0,12.4,10.3
1973-01-03,5.33,0.9,11.5,7.7
1973-01-04,4.5,0.0,11.4,7.9
1973-01-05,2.71,0.0,9.9,8.0
1973-01-06,5.79,0.0,8.5,6.3
1973-01-07,5.63,0.0,8.5,2.5
1973-01-08,2.67,0.0,8.1,6.4
1973-01-09,3.13,0.0,8.2,5.5
1973-01-10,8.29,0.0,7.0,6.8
1973-01-11,11.58,0.0,7.1,6.0
1973-01-12,17.41,1.3,7.6,5.6
1973-01-13,10.0,3.0,7.5,6.3
1973-01-14,12.96,14.6,9.2,3.5
1973-01-15,22.04,0.2,6.6,3.9
1973-01-16,7.92,0.0,5.6,-0.4
1973-01-17,4.5,0.2,2.4,-4.8
1973-01-18,12.17,0.4,8.2,-6.8
1973-01-19,25.12,14.1,9.2,-4.5
1973-01-20,11.12,0.5,5.3,4.6
1973-01-21,14.71,0.1,5.3,0.4
1973-01-22,11.29,1.4,11.6,-1.9
1973-01-23,12.87,0.0,12.4,1.0
1973-01-24,9.54,0.0,13.3,9.5
1973-01-25,12.83,0.3,12.5,9.4
1973-01-26,16.71,4.0,9.8,5.4
1973-01-27,6.83,6.7,9.8,6.1
1973-01-28,13.08,0.0,10.6,6.7
1973-01-29,9.59,0.9,9.9,7.9
1973-01-30,14.71,0.7,7.8,4.5
1973-01-31,11.08,2.6,8.7,1.3
1973-02-01,8.0,0.1,10.5,4.0
1973-02-02,4.25,0.2,12.4,8.0
1973-02-03,6.34,0.0,10.0,7.7
1973-02-04,9.67,0.0,9.5,7.5
1973-02-05,13.42,0.0,9.6,6.0
1973-02-06,20.08,0.5,10.7,6.0
1973-02-07,12.71,3.0,10.6,8.4
1973-02-08,8.79,7.9,7.4,6.4
1973-02-09,14.09,0.1,6.2,1.4
1973-02-10,14.71,0.9,6.4,1.8
1973-02-11,18.5,4.4,10.0,3.9
1973-02-12,24.21,1.8,6.2,3.8
1973-02-13,16.88,0.5,3.5,-1.0
1973-02-14,10.88,4.2,2.5,-1.8
1973-02-15,7.92,5.5,4.8,-1.1
1973-02-16,3.88,0.0,5.6,-4.0
1973-02-17,2.79,0.0,8.6,-1.5
1973-02-18,9.08,0.2,9.4,2.4
1973-02-19,12.0,0.0,11.9,3.8
1973-02-20,11.58,0.2,12.0,7.6
1973-02-21,13.13,0.9,10.9,8.4
1973-02-22,17.83,0.0,8.3,4.2
1973-02-23,16.38,0.2,7.0,2.5
1973-02-24,9.13,0.0,7.5,1.9
1973-02-25,5.46,7.7,3.6,0.1
1973-02-26,3.17,0.0,5.3,-0.1
1973-02-27,6.96,1.5,8.9,2.5
1973-02-28,4.58,0.2,10.3,3.4
1973-03-01,13.54,1.1,9.7,6.9
1973-03-02,14.83,0.3,10.9,2.9
1973-03-03,7.46,4.6,11.0,7.2
1973-03-04,8.71,0.0,10.8,8.5
1973-03-05,7.71,1.7,9.0,0.4
1973-03-06,13.13,0.0,9.5,1.8
1973-03-07,6.58,0.0,9.5,-1.9
1973-03-08,5.21,0.0,10.6,-0.7
1973-03-09,6.46,0.0,10.8,-2.5
1973-03-10,3.79,0.0,9.8,-3.1
1973-03-11,3.04,0.0,9.4,-0.8
1973-03-12,6.58,0.0,9.5,2.9
1973-03-13,3.5,0.0,9.2,0.1
1973-03-14,4.54,0.0,8.3,4.0
1973-03-15,2.92,0.0,7.4,4.5
1973-03-16,3.17,0.0,9.0,4.0
1973-03-17,4.92,0.0,11.7,4.1
1973-03-18,6.96,0.0,13.0,6.7
1973-03-19,3.67,0.0,11.5,2.1
1973-03-20,3.83,0.0,11.1,-1.5
1973-03-21,7.12,0.0,15.0,-1.4
1973-03-22,9.0,0.0,17.0,0.1
1973-03-23,8.38,0.0,15.7,3.9
1973-03-24,16.38,0.0,13.3,8.4
1973-03-25,13.75,1.8,9.8,6.0
1973-03-26,8.21,0.0,9.5,-0.6
1973-03-27,11.25,3.1,10.3,3.8
1973-03-28,9.79,0.0,11.5,3.0
1973-03-29,12.17,1.4,12.5,3.5
1973-03-30,14.12,0.0,10.4,5.5
1973-03-31,18.88,0.1,11.8,4.0
1973-04-01,12.42,15.0,10.2,5.0
1973-04-02,17.41,0.5,7.2,2.0
1973-04-03,12.21,3.6,11.7,-0.6
1973-04-04,21.54,1.6,14.5,4.5
1973-04-05,17.0,0.0,10.5,5.5
1973-04-06,18.08,0.2,9.8,4.6
1973-04-07,11.46,2.8,9.6,1.7
1973-04-08,12.04,0.9,8.4,0.2
1973-04-09,8.0,0.0,7.6,-1.5
1973-04-10,9.0,0.2,10.0,3.0
1973-04-11,10.04,2.3,10.0,6.3
1973-04-12,10.75,0.4,11.7,6.2
1973-04-13,8.08,0.0,12.0,6.0
1973-04-14,8.54,0.0,12.0,7.4
1973-04-15,6.63,0.0,16.1,6.7
1973-04-16,8.46,0.0,15.7,7.0
1973-04-17,8.71,0.0,14.6,3.3
1973-04-18,12.96,0.0,14.4,8.8
1973-04-19,9.08,0.0,10.5,8.2
1973-04-20,12.96,2.3,11.7,5.7
1973-04-21,11.71,2.0,11.0,5.1
1973-04-22,14.37,3.3,9.1,4.6
1973-04-23,20.17,1.5,11.1,4.5
1973-04-24,15.54,0.0,11.5,5.6
1973-04-25,5.04,0.0,12.9,6.4
1973-04-26,3.79,0.0,14.1,3.5
1973-04-27,1.75,0.0,11.0,5.2
1973-04-28,5.58,3.6,9.3,4.6
1973-04-29,6.63,3.2,8.0,-1.9
1973-04-30,8.12,0.6,11.4,3.9
1973-05-01,10.58,0.4,13.5,1.6
1973-05-02,7.62,8.4,12.2,1.6
1973-05-03,11.75,9.2,10.6,6.8
1973-05-04,12.17,4.8,14.0,7.1
1973-05-05,10.92,3.2,14.0,7.3
1973-05-06,9.0,2.2,13.8,8.4
1973-05-07,12.38,0.6,13.3,5.6
1973-05-08,12.87,0.0,13.0,6.9
1973-05-09,14.5,3.4,14.2,8.5
1973-05-10,17.16,1.0,12.2,4.4
1973-05-11,11.12,0.0,13.3,3.9
1973-05-12,14.0,1.8,15.0,8.1
1973-05-13,7.96,0.3,13.7,7.6
1973-05-14,3.29,0.0,12.2,2.7
1973-05-15,4.08,0.0,12.4,2.1
1973-05-16,9.13,0.0,15.0,5.1
1973-05-17,14.29,2.4,15.9,8.4
1973-05-18,9.29,6.5,16.0,9.6
1973-05-19,13.04,12.8,15.2,9.9
1973-05-20,12.92,4.7,14.1,8.7
1973-05-21,6.54,0.0,16.4,9.0
1973-05-22,8.54,5.4,15.5,10.5
1973-05-23,4.79,7.0,15.8,10.2
1973-05-24,5.46,0.0,17.9,10.0
1973-05-25,4.75,5.5,18.6,7.5
1973-05-26,5.09,0.6,20.7,11.5
1973-05-27,2.25,0.6,16.2,12.5
1973-05-28,4.83,0.0,16.8,12.0
1973-05-29,2.96,1.7,17.0,9.8
1973-05-30,9.21,0.5,18.0,11.4
1973-05-31,8.0,0.0,14.5,8.0
1973-06-01,8.12,0.0,16.1,4.9
1973-06-02,8.58,1.8,15.5,9.2
1973-06-03,6.87,0.0,16.6,8.5
1973-06-04,3.17,0.0,17.5,5.1
1973-06-05,3.71,0.0,19.6,5.7
1973-06-06,3.21,0.0,20.3,10.7
1973-06-07,1.04,0.0,19.6,10.9
1973-06-08,6.63,0.3,20.2,13.4
1973-06-09,14.79,0.2,20.2,13.6
1973-06-10,10.0,0.0,17.2,12.4
1973-06-11,9.67,0.0,19.5,12.2
1973-06-12,13.75,1.2,19.4,13.0
1973-06-13,11.04,0.0,16.2,7.0
1973-06-14,5.37,0.0,20.3,5.2
1973-06-15,8.17,0.0,21.9,7.6
1973-06-16,9.04,0.0,21.0,13.9
1973-06-17,11.21,0.0,20.2,15.5
1973-06-18,7.79,8.2,24.0,12.5
1973-06-19,10.0,0.4,18.0,13.5
1973-06-20,10.88,0.0,18.0,9.6
1973-06-21,3.04,0.0,19.7,7.5
1973-06-22,2.75,0.0,22.0,12.1
1973-06-23,4.5,0.0,20.0,12.0
1973-06-24,2.71,0.0,17.1,13.5
1973-06-25,2.54,1.5,18.3,12.3
1973-06-26,3.63,0.0,16.7,11.5
1973-06-27,2.67,0.0,19.1,6.8
1973-06-28,5.96,0.0,21.8,8.4
1973-06-29,13.21,0.0,21.2,14.9
1973-06-30,12.79,0.0,21.0,17.1
1973-07-01,10.79,7.0,19.6,15.2
1973-07-02,6.0,0.0,19.7,8.0
1973-07-03,9.38,1.6,22.4,15.2
1973-07-04,3.58,0.9,19.9,14.4
1973-07-05,5.91,0.1,24.0,9.6
1973-07-06,6.42,0.2,16.6,12.6
1973-07-07,4.33,0.0,18.7,6.9
1973-07-08,4.08,0.0,18.6,11.1
1973-07-09,5.5,0.2,17.8,8.4
1973-07-10,10.0,0.8,20.7,14.3
1973-07-11,10.92,0.0,18.4,14.1
1973-07-12,5.54,0.5,20.0,13.5
1973-07-13,5.63,5.4,18.5,14.6
1973-07-14,5.09,5.6,16.5,9.9
1973-07-15,11.96,29.3,16.4,11.8
1973-07-16,17.92,1.6,20.5,14.1
1973-07-17,7.54,0.3,19.0,14.2
1973-07-18,6.58,3.9,16.6,11.0
1973-07-19,12.12,0.2,18.4,12.4
1973-07-20,10.5,4.1,17.8,11.5
1973-07-21,8.38,2.8,15.9,12.8
1973-07-22,8.33,3.6,16.1,7.7
1973-07-23,7.0,0.0,15.6,10.0
1973-07-24,1.42,0.0,14.9,10.0
1973-07-25,4.79,0.0,19.2,10.4
1973-07-26,6.29,0.0,16.0,8.7
1973-07-27,4.71,0.0,20.6,11.4
1973-07-28,2.37,0.0,22.9,8.7
1973-07-29,2.25,0.0,24.0,12.2
1973-07-30,2.08,0.0,21.5,15.7
1973-07-31,3.08,0.0,23.2,13.6
1973-08-01,5.09,5.8,23.3,13.6
1973-08-02,5.41,0.0,20.0,13.0
1973-08-03,7.79,2.9,19.5,13.9
1973-08-04,11.83,4.5,18.0,9.0
1973-08-05,8.38,17.6,18.5,11.4
1973-08-06,11.79,6.7,15.7,11.2
1973-08-07,12.21,7.8,17.5,10.1
1973-08-08,7.54,3.6,17.9,9.5
1973-08-09,15.63,0.0,21.7,10.8
1973-08-10,3.83,4.9,17.0,11.3
1973-08-11,2.83,0.0,17.8,7.4
1973-08-12,3.21,0.0,19.9,8.1
1973-08-13,3.42,0.0,21.5,10.0
1973-08-14,2.42,0.0,24.0,14.1
1973-08-15,2.54,0.0,23.5,13.9
1973-08-16,4.21,0.0,24.2,13.2
1973-08-17,5.83,0.0,18.1,10.1
1973-08-18,3.17,3.3,17.3,7.2
1973-08-19,3.96,6.1,19.0,14.4
1973-08-20,7.17,0.4,16.2,14.3
1973-08-21,7.71,0.0,16.9,13.0
1973-08-22,5.91,9.0,18.0,13.9
1973-08-23,2.25,0.0,20.0,15.0
1973-08-24,1.38,0.0,19.8,12.0
1973-08-25,0.71,0.2,20.7,13.1
1973-08-26,3.21,0.7,23.4,15.5
1973-08-27,2.92,16.5,19.5,15.7
1973-08-28,3.67,8.8,18.7,9.6
1973-08-29,5.75,4.5,16.1,12.4
1973-08-30,10.41,0.3,17.2,12.4
1973-08-31,15.41,0.7,21.4,12.5
1973-09-01,11.96,0.0,18.3,14.0
1973-09-02,5.04,12.4,16.6,11.6
1973-09-03,3.71,3.7,21.9,13.3
1973-09-04,6.13,0.0,23.0,15.7
1973-09-05,2.83,0.0,20.2,11.6
1973-09-06,5.63,0.0,23.0,11.4
1973-09-07,4.92,0.0,22.3,13.0
1973-09-08,1.83,0.0,19.2,10.4
1973-09-09,2.04,0.0,21.2,13.1
1973-09-10,6.79,0.0,16.5,14.0
1973-09-11,4.88,0.0,18.5,13.0
1973-09-12,4.04,0.0,18.7,8.5
1973-09-13,10.17,0.0,16.0,8.5
1973-09-14,5.0,0.0,18.8,9.9
1973-09-15,6.79,1.0,18.5,10.9
1973-09-16,6.04,23.3,21.8,14.4
1973-09-17,8.42,0.0,18.8,11.1
1973-09-18,6.25,13.8,15.1,8.9
1973-09-19,6.29,0.0,16.2,9.4
1973-09-20,2.96,0.2,16.2,6.6
1973-09-21,9.17,1.9,15.9,6.6
1973-09-22,11.71,0.3,13.5,6.1
1973-09-23,6.25,0.3,15.0,7.2
1973-09-24,4.12,6.4,12.7,5.1
1973-09-25,5.66,3.0,15.7,5.4
1973-09-26,8.12,0.1,15.4,9.6
1973-09-27,14.75,6.0,16.2,6.1
1973-09-28,16.42,0.7,12.7,8.2
1973-09-29,13.5,1.3,13.7,5.7
1973-09-30,10.17,0.0,13.1,6.0
1973-10-01,6.21,0.0,14.3,6.5
1973-10-02,3.58,0.0,16.6,9.4
1973-10-03,7.17,0.0,16.0,12.9
1973-10-04,3.88,0.4,15.8,12.4
1973-10-05,6.38,2.0,15.0,10.3
1973-10-06,4.25,1.2,15.1,12.5
1973-10-07,3.0,0.2,15.7,10.5
1973-10-08,7.17,5.8,16.4,10.7
1973-10-09,5.09,10.6,12.9,10.5
1973-10-10,6.96,11.5,12.0,9.6
1973-10-11,9.92,0.0,10.5,6.4
1973-10-12,12.62,2.0,10.9,8.4
1973-10-13,9.42,3.4,10.8,8.3
1973-10-14,2.58,2.6,9.5,7.6
1973-10-15,10.25,2.0,9.8,7.8
1973-10-16,10.21,0.0,10.4,5.5
1973-10-17,7.96,0.0,9.3,0.3
1973-10-18,10.46,4.4,12.2,2.0
1973-10-19,13.37,4.0,13.3,5.0
1973-10-20,12.17,0.4,14.7,7.1
1973-10-21,6.54,0.5,12.9,6.0
1973-10-22,7.12,0.0,13.9,3.3
1973-10-23,3.88,0.0,13.4,3.0
1973-10-24,4.5,0.0,14.6,6.0
1973-10-25,1.79,0.0,14.8,10.4
1973-10-26,3.58,0.0,15.0,9.0
1973-10-27,3.79,1.0,16.2,5.6
1973-10-28,3.21,0.0,11.3,8.0
1973-10-29,1.58,0.0,12.0,0.4
1973-10-30,2.62,0.0,12.5,-0.5
1973-10-31,8.87,0.2,12.4,1.0
1973-11-01,5.17,0.3,14.2,10.5
1973-11-02,4.54,0.8,15.4,6.2
1973-11-03,5.54,7.6,14.1,11.9
1973-11-04,6.5,4.4,15.9,12.4
1973-11-05,10.41,0.0,7.0,2.4
1973-11-06,6.08,0.0,9.5,1.0
1973-11-07,10.46,0.7,13.8,2.5
1973-11-08,16.66,0.0,14.6,9.0
1973-11-09,13.67,9.5,13.2,11.5
1973-11-10,8.83,0.0,10.1,7.7
1973-11-11,9.0,1.2,11.9,1.8
1973-11-12,20.75,2.1,13.9,4.1
1973-11-13,12.87,0.0,10.3,6.9
1973-11-14,7.38,6.1,11.0,4.5
1973-11-15,7.87,0.0,8.4,5.3
1973-11-16,6.21,0.0,7.0,3.3
1973-11-17,2.75,0.0,11.5,-2.9
1973-11-18,10.04,0.5,12.9,-1.0
1973-11-19,4.33,0.0,8.0,1.5
1973-11-20,0.63,0.0,9.4,-2.9
1973-11-21,0.0,0.0,9.3,-2.0
1973-11-22,3.29,0.1,10.7,2.2
1973-11-23,8.38,0.0,12.0,2.2
1973-11-24,13.04,2.0,12.0,9.4
1973-11-25,4.67,0.0,7.0,3.0
1973-11-26,7.62,0.0,3.4,-1.6
1973-11-27,4.46,9.8,4.1,-0.8
1973-11-28,7.5,11.6,11.6,1.2
1973-11-29,2.33,4.8,4.4,2.1
1973-11-30,4.79,0.0,5.4,2.1
1973-12-01,9.13,0.0,5.6,3.1
1973-12-02,7.46,0.3,8.0,-1.8
1973-12-03,14.21,0.0,10.9,-1.6
1973-12-04,14.09,0.0,11.4,7.9
1973-12-05,9.62,0.1,10.2,6.7
1973-12-06,10.34,11.8,11.4,5.3
1973-12-07,11.92,4.8,12.2,5.0
1973-12-08,12.33,0.0,6.0,2.4
1973-12-09,8.96,0.2,9.7,-3.2
1973-12-10,15.92,0.9,11.3,-2.6
1973-12-11,10.88,0.0,7.6,2.3
1973-12-12,18.88,1.7,9.7,2.9
1973-12-13,19.25,0.4,10.9,6.4
1973-12-14,14.29,0.1,7.9,7.2
1973-12-15,14.33,1.8,10.0,-1.5
1973-12-16,16.79,0.0,5.7,2.5
1973-12-17,11.96,0.0,5.2,1.5
1973-12-18,7.41,3.5,8.1,-1.5
1973-12-19,18.25,4.6,8.8,-0.6
1973-12-20,2.92,9.6,9.0,5.0
1973-12-21,4.88,2.2,7.5,5.5
1973-12-22,3.21,2.4,6.0,0.8
1973-12-23,3.04,20.4,6.8,0.5
1973-12-24,3.92,0.0,8.1,2.2
1973-12-25,11.17,0.2,11.0,1.5
1973-12-26,11.96,0.0,11.8,1.7
1973-12-27,10.96,1.0,12.3,9.5
1973-12-28,9.13,2.2,11.4,-0.5
1973-12-29,16.33,6.1,13.6,1.0
1973-12-30,8.71,0.0,5.7,2.5
1973-12-31,3.83,0.1,7.9,-2.0
1974-01-01,9.54,0.1,9.8,1.5
1974-01-02,15.34,0.5,7.5,6.5
1974-01-03,15.0,2.6,10.0,5.0
1974-01-04,14.04,13.2,13.0,6.0
1974-01-05,12.62,1.2,10.0,7.0
1974-01-06,9.04,3.4,9.7,5.4
1974-01-07,11.46,0.8,10.3,5.0
1974-01-08,13.33,9.3,10.3,5.0
1974-01-09,7.29,1.2,7.9,-0.9
1974-01-10,16.92,5.0,12.7,-0.3
1974-01-11,20.25,4.4,13.3,4.2
1974-01-12,20.83,3.1,8.2,5.4
1974-01-13,13.92,1.1,11.4,4.4
1974-01-14,13.67,1.3,12.9,3.3
1974-01-15,17.16,8.0,8.0,6.4
1974-01-16,16.96,3.8,8.9,4.0
1974-01-17,19.0,0.0,11.0,3.0
1974-01-18,20.62,0.0,11.3,8.5
1974-01-19,15.46,0.0,10.8,9.2
1974-01-20,7.25,0.0,11.4,-0.5
1974-01-21,5.75,0.0,10.2,0.2
1974-01-22,8.71,0.5,11.5,0.0
1974-01-23,15.54,0.0,9.8,7.0
1974-01-24,12.04,0.0,10.0,4.9
1974-01-25,13.83,1.2,11.4,4.9
1974-01-26,15.46,0.9,10.0,7.8
1974-01-27,15.96,12.0,10.8,2.5
1974-01-28,20.41,0.0,6.9,4.5
1974-01-29,15.46,2.8,10.7,0.5
1974-01-30,10.0,4.1,10.7,0.0
1974-01-31,14.62,8.2,8.5,3.0
1974-02-01,15.92,3.0,11.0,3.0
1974-02-02,15.09,0.4,8.0,4.5
1974-02-03,10.29,5.0,7.4,3.0
1974-02-04,9.5,0.1,9.0,3.5
1974-02-05,8.25,2.2,6.2,-2.7
1974-02-06,12.21,0.0,4.5,-0.1
1974-02-07,6.83,5.1,9.7,0.0
1974-02-08,13.62,2.1,12.2,1.5
1974-02-09,14.17,2.5,11.3,7.0
1974-02-10,19.79,3.5,12.1,7.2
1974-02-11,11.38,7.1,8.6,7.0
1974-02-12,8.92,4.5,8.0,3.1
1974-02-13,7.71,0.0,5.6,0.6
1974-02-14,11.96,3.1,10.9,-3.0
1974-02-15,11.83,4.5,9.8,5.0
1974-02-16,15.92,0.4,8.8,6.0
1974-02-17,7.08,0.1,8.6,2.5
1974-02-18,3.58,0.1,7.1,-1.0
1974-02-19,3.37,0.0,7.1,2.4
1974-02-20,10.88,0.2,9.6,0.4
1974-02-21,11.96,1.0,10.6,5.5
1974-02-22,12.71,0.8,8.9,4.6
1974-02-23,7.0,0.2,10.4,2.2
1974-02-24,2.13,0.6,8.2,3.7
1974-02-25,4.63,0.0,11.0,5.6
1974-02-26,2.29,0.0,10.5,7.0
1974-02-27,3.79,0.0,8.0,4.4
1974-02-28,12.12,0.4,7.0,3.0
1974-03-01,12.04,0.0,7.5,2.5
1974-03-02,7.83,0.0,5.4,-1.5
1974-03-03,9.83,0.0,7.5,-1.5
1974-03-04,9.33,3.7,5.0,0.1
1974-03-05,3.83,0.0,7.2,-1.3
1974-03-06,12.54,5.0,12.4,0.0
1974-03-07,9.17,0.0,13.7,4.6
1974-03-08,9.13,0.0,8.4,3.0
1974-03-09,11.46,0.0,5.1,3.6
1974-03-10,12.79,1.6,6.0,3.0
1974-03-11,11.38,0.0,6.0,3.0
1974-03-12,5.25,0.4,6.4,2.3
1974-03-13,4.04,0.0,8.5,3.0
1974-03-14,7.38,0.3,9.0,-2.2
1974-03-15,14.04,2.7,12.0,2.0
1974-03-16,18.96,0.3,12.1,5.5
1974-03-17,15.75,4.7,11.5,5.0
1974-03-18,11.29,0.0,9.3,4.0
1974-03-19,8.12,1.7,11.1,3.9
1974-03-20,4.92,0.0,11.0,3.0
1974-03-21,4.38,0.0,11.6,-0.6
1974-03-22,6.71,0.0,12.0,3.5
1974-03-23,13.7,0.0,9.5,4.5
1974-03-24,15.0,0.0,7.0,6.0
1974-03-25,4.83,0.0,8.8,5.5
1974-03-26,2.88,0.0,11.0,5.5
1974-03-27,2.42,0.0,7.5,2.0
1974-03-28,4.33,0.0,8.5,6.0
1974-03-29,2.33,0.0,10.9,0.9
1974-03-30,2.21,0.0,11.3,0.8
1974-03-31,6.25,0.0,14.2,4.0
1974-04-01,8.38,1.6,11.0,5.7
1974-04-02,9.17,0.0,11.9,7.6
1974-04-03,5.29,0.0,13.3,0.6
1974-04-04,4.75,0.0,15.4,6.6
1974-04-05,4.25,0.0,13.4,5.8
1974-04-06,6.87,0.0,11.6,4.1
1974-04-07,5.17,0.0,13.2,5.6
1974-04-08,5.09,0.0,13.8,4.2
1974-04-09,3.92,0.0,12.5,5.4
1974-04-10,3.37,12.0,13.5,2.5
1974-04-11,8.63,10.5,10.9,7.1
1974-04-12,11.92,0.0,12.0,7.4
1974-04-13,8.0,0.0,8.0,6.4
1974-04-14,6.75,0.0,10.0,4.0
1974-04-15,1.83,0.0,14.0,-0.3
1974-04-16,2.96,0.0,14.9,1.4
1974-04-17,2.75,0.0,10.9,3.6
1974-04-18,2.25,0.0,12.8,0.4
1974-04-19,2.96,0.0,10.5,0.6
1974-04-20,1.33,0.0,10.5,6.0
1974-04-21,3.29,0.0,11.6,1.5
1974-04-22,2.21,0.0,13.5,0.6
1974-04-23,3.33,0.0,13.8,3.5
1974-04-24,3.29,0.0,13.0,2.5
1974-04-25,4.79,0.0,11.5,2.4
1974-04-26,7.62,0.0,10.2,6.0
1974-04-27,9.5,0.2,9.3,5.2
1974-04-28,11.75,0.3,10.0,5.1
1974-04-29,4.33,0.0,10.4,5.1
1974-04-30,7.41,22.7,11.6,-0.1
1974-05-01,13.7,0.8,10.6,5.0
1974-05-02,8.71,0.9,10.6,3.4
